{k:"Tarih",s:"Türkiye Cumhuriyeti ne zaman kuruldu?",o:["1920","1922","1923","1925"],d:2,a:"29 Ekim 1923'te ilan edildi."},
{k:"Tarih",s:"İlk Türk kadın pilotu kimdir?",o:["Halide Edib","Sabiha Gökçen","Safiye Ayla","Afet İnan"],d:1,a:"Sabiha Gökçen dünyanın ilk kadın savaş pilotudur."},
{k:"Tarih",s:"10 Kasım neyi anlatır?",o:["Bayram","Atatürk'ün ölüm yıldönümü","Zafer","Cumhuriyet"],d:1,a:"Atatürk 10 Kasım 1938'de vefat etti."},
{k:"Tarih",s:"Hangisi Atatürk'ün ilkelerinden biridir?",o:["Monarşi","Cumhuriyetçilik","Krallık","Sultanlık"],d:1,a:"Cumhuriyetçilik 6 ilkeden biridir."},
{k:"Tarih",s:"Troya Savaşı hangi ülkede geçer?",o:["Yunanistan","Mısır","Türkiye (Çanakkale)","İtalya"],d:2,a:"Troya, Çanakkale'dedir."},
{k:"Tarih",s:"İlk olimpiyatlar nerede yapıldı?",o:["Roma","Atina","Paris","Londra"],d:1,a:"Antik Yunanistan'da, Atina yakınlarında."},
{k:"Tarih",s:"Leonardo da Vinci hangi çağda yaşadı?",o:["Antik Çağ","Orta Çağ","Rönesans","Modern"],d:2,a:"Rönesans döneminin ünlü dahisidir."},
{k:"Tarih",s:"Kristof Kolomb neyi keşfetti?",o:["Avustralya","Amerika","Hindistan","Afrika"],d:1,a:"1492'de Amerika kıtasını keşfetti."},
{k:"Tarih",s:"Tekerlek ilk nerede icat edildi?",o:["Mısır","Mezopotamya","Çin","Roma"],d:1,a:"Mezopotamya'da (Sümerler) icat edildi."},
{k:"Tarih",s:"Matbaayı kim icat etti?",o:["Edison","Gutenberg","Bell","Newton"],d:1,a:"Johannes Gutenberg 1440'ta icat etti."},
{k:"Tarih",s:"Osmanlı'nın en uzun süre tahtta kalan padişahı kimdir?",o:["Fatih","Kanuni","II. Abdülhamid","Yavuz"],d:1,a:"Kanuni Sultan Süleyman 46 yıl hüküm sürdü."},
{k:"Tarih",s:"Mısır'ın ünlü kraliçesi kimdir?",o:["Victoria","Kleopatra","Elizabeth","Diana"],d:1,a:"Kleopatra Antik Mısır'ın son kraliçesidir."},
{k:"Tarih",s:"İpek Yolu neyi bağlar?",o:["Afrika-Avrupa","Asya-Avrupa","Amerika-Avrupa","Asya-Afrika"],d:1,a:"Asya'yı Avrupa'ya bağlayan ticaret yoluydu."},
{k:"Tarih",s:"Nasrettin Hoca nerelidir?",o:["Konya","Eskişehir","Akşehir","İstanbul"],d:2,a:"Akşehir'de yaşamıştır."},
{k:"Tarih",s:"Hacı Bayram Veli hangi şehirde yaşadı?",o:["İstanbul","Konya","Ankara","Bursa"],d:2,a:"Ankara'da yaşamış bir İslam alimidir."},
{k:"Tarih",s:"Yunus Emre ne ile ünlüdür?",o:["Savaş","Şiir","Resim","Mimari"],d:1,a:"Türk edebiyatının büyük şairidir."},
{k:"Tarih",s:"Kağıdı hangi medeniyet icat etti?",o:["Mısırlılar","Romalılar","Çinliler","Yunanlılar"],d:2,a:"Çinliler MÖ 105'te kağıdı icat etti."},
{k:"Tarih",s:"Barut nerede icat edildi?",o:["Mısır","Roma","Çin","Hindistan"],d:2,a:"Barut Çin'de icat edilmiştir."},
{k:"Tarih",s:"Pusula nerede icat edildi?",o:["Avrupa","Çin","Afrika","Amerika"],d:1,a:"Pusula Çin'de icat edilmiştir."},
{k:"Tarih",s:"Truva Atı hangi savaşta kullanıldı?",o:["Çanakkale","Troya","Malazgirt","Sakarya"],d:1,a:"Troya Savaşı'nda hile olarak kullanıldı."},
{k:"Tarih",s:"Dünyanın ilk haritasını kim çizdi?",o:["Piri Reis","Ptolemy","Kopernik","Kolomb"],d:0,a:"Piri Reis 1513'te ünlü haritasını çizdi."},
{k:"Tarih",s:"Selçuklu Devleti nerede kuruldu?",o:["İstanbul","İran","Anadolu","Mısır"],d:1,a:"1037'de İran'da kuruldu."},
{k:"Tarih",s:"Evliya Çelebi ne ile ünlüdür?",o:["Savaş","Seyahat","Resim","Müzik"],d:1,a:"Seyahatname adlı eserle ünlü gezgindir."},
{k:"Tarih",s:"İstanbul'un eski adı nedir?",o:["Ankara","Roma","Konstantinopolis","Atina"],d:2,a:"Bizans döneminde Konstantinopolis adıyla bilinirdi."},
{k:"Coğrafya",s:"Türkiye'nin başkenti neresidir?",o:["İstanbul","Ankara","İzmir","Bursa"],d:1,a:"Ankara 1923'ten beri başkenttir."},
{k:"Coğrafya",s:"Dünya'da kaç kıta vardır?",o:["5","6","7","8"],d:2,a:"7 kıta vardır."},
{k:"Coğrafya",s:"En büyük kıta hangisidir?",o:["Afrika","Avrupa","Asya","K.Amerika"],d:2,a:"Asya en büyük kıtadır."},
{k:"Coğrafya",s:"En küçük kıta hangisidir?",o:["Antarktika","Okyanusya","Avrupa","G.Amerika"],d:1,a:"Okyanusya en küçük kıtadır."},
{k:"Coğrafya",s:"Dünya'nın en büyük okyanusu hangisidir?",o:["Atlas","Hint","Arktik","Pasifik"],d:3,a:"Pasifik en büyük okyanustur."},
{k:"Coğrafya",s:"Türkiye kaç coğrafi bölgeye ayrılır?",o:["5","6","7","8"],d:2,a:"7 coğrafi bölge vardır."},
{k:"Coğrafya",s:"Türkiye'nin en büyük gölü hangisidir?",o:["Tuz Gölü","Beyşehir","Van Gölü","Burdur"],d:2,a:"Van Gölü en büyük göldür."},
{k:"Coğrafya",s:"Türkiye'nin en uzun nehri hangisidir?",o:["Sakarya","Fırat","Kızılırmak","Dicle"],d:2,a:"Kızılırmak 1355 km ile en uzundur."},
{k:"Coğrafya",s:"Türkiye'nin en yüksek dağı hangisidir?",o:["Erciyes","Uludağ","Ağrı Dağı","Kaçkar"],d:2,a:"Ağrı Dağı 5137 m ile en yüksektir."},
{k:"Coğrafya",s:"Dünya'nın en uzun nehri hangisidir?",o:["Amazon","Nil","Mississippi","Tuna"],d:1,a:"Nil yaklaşık 6650 km'dir."},
{k:"Coğrafya",s:"Dünya'nın en yüksek dağı hangisidir?",o:["K2","Ağrı","Everest","Kilimanjaro"],d:2,a:"Everest 8849 m'dir."},
{k:"Coğrafya",s:"Sahara Çölü hangi kıtadadır?",o:["Asya","Avrupa","Afrika","Amerika"],d:2,a:"Sahara Afrika'dadır."},
{k:"Coğrafya",s:"Himalaya Dağları hangi kıtadadır?",o:["Avrupa","Afrika","Asya","Amerika"],d:2,a:"Himalayalar Asya'dadır."},
{k:"Coğrafya",s:"Amazon Ormanları hangi kıtadadır?",o:["Afrika","Asya","Avrupa","G.Amerika"],d:3,a:"Amazon G.Amerika'dadır."},
{k:"Coğrafya",s:"Ekvator çizgisi neyi ikiye böler?",o:["Doğu-Batı","Kuzey-Güney","Deniz-Kara","Gece-Gündüz"],d:1,a:"Dünyayı kuzey-güney yarımküreye böler."},
{k:"Coğrafya",s:"Kutup yıldızı hangi yönü gösterir?",o:["Güney","Doğu","Batı","Kuzey"],d:3,a:"Kuzey yönünü gösterir."},
{k:"Coğrafya",s:"İstanbul Boğazı hangi denizleri birleştirir?",o:["Ege-Marmara","Karadeniz-Marmara","Akdeniz-Ege","Karadeniz-Ege"],d:1,a:"Karadeniz ile Marmara'yı birleştirir."},
{k:"Coğrafya",s:"Antarktika nasıl bir yerdir?",o:["Çok sıcak","Çok soğuk","Ilıman","Tropikal"],d:1,a:"Dünyanın en soğuk kıtasıdır."},
{k:"Coğrafya",s:"Tuna Nehri hangi kıtadadır?",o:["Asya","Avrupa","Afrika","Amerika"],d:1,a:"Avrupa'nın ikinci en uzun nehridir."},
{k:"Coğrafya",s:"Kilimanjaro Dağı hangi kıtadadır?",o:["Asya","Avrupa","G.Amerika","Afrika"],d:3,a:"Afrika'nın en yüksek dağıdır."},
{k:"Coğrafya",s:"Mississippi Nehri hangi ülkededir?",o:["Kanada","Brezilya","ABD","Meksika"],d:2,a:"ABD'nin en uzun nehridir."},
{k:"Coğrafya",s:"Tuz Gölü hangi bölgededir?",o:["Ege","Karadeniz","İç Anadolu","Akdeniz"],d:2,a:"İç Anadolu Bölgesi'ndedir."},
{k:"Coğrafya",s:"Karadeniz Bölgesi neyle ünlüdür?",o:["Turunçgil","Çay ve fındık","Pamuk","Zeytin"],d:1,a:"Çay ve fındık üretimiyle ünlüdür."},
{k:"Coğrafya",s:"Akdeniz Bölgesi neyle ünlüdür?",o:["Çay","Fındık","Turunçgiller","Buğday"],d:2,a:"Turunçgil üretimiyle ünlüdür."},
{k:"Coğrafya",s:"Kapadokya neyle ünlüdür?",o:["Deniz","Peri bacaları","Orman","Göl"],d:1,a:"Peri bacaları ve balon turlarıyla ünlüdür."},
{k:"Coğrafya",s:"Ege Denizi hangi iki ülke arasındadır?",o:["Türkiye-İtalya","Türkiye-Yunanistan","Türkiye-Mısır","İtalya-Yunanistan"],d:1,a:"Türkiye ve Yunanistan arasındadır."},
{k:"Coğrafya",s:"Karadeniz hangi denize bağlanır?",o:["Ege","Akdeniz","Marmara","Kızıldeniz"],d:2,a:"İstanbul Boğazı ile Marmara'ya bağlanır."},
{k:"Coğrafya",s:"Büyük Set Resifi hangi ülkededir?",o:["Brezilya","Meksika","Avustralya","Japonya"],d:2,a:"Avustralya kıyısındadır."},
{k:"Coğrafya",s:"And Dağları hangi kıtadadır?",o:["Avrupa","Asya","G.Amerika","Afrika"],d:2,a:"Güney Amerika boyunca uzanır."},
{k:"Coğrafya",s:"Alpler hangi kıtadadır?",o:["Asya","Avrupa","Afrika","Amerika"],d:1,a:"Avrupa'nın en büyük dağ silsilesidir."},
{k:"Coğrafya",s:"Amazon Nehri hangi kıtadadır?",o:["Afrika","Asya","Avrupa","G.Amerika"],d:3,a:"Güney Amerika'nın en büyük nehridir."},
{k:"Coğrafya",s:"Hangisi Türkiye'nin komşusu değildir?",o:["Yunanistan","Bulgaristan","Mısır","Gürcistan"],d:2,a:"Mısır komşu değildir."},
{k:"Coğrafya",s:"Pamukkale hangi ildedir?",o:["Muğla","Antalya","Denizli","Aydın"],d:2,a:"Denizli'dedir."},
{k:"Coğrafya",s:"Uludağ hangi şehirdedir?",o:["İstanbul","Ankara","Bursa","Eskişehir"],d:2,a:"Bursa'dadır, kayak merkezidir."},
{k:"Coğrafya",s:"Efes Antik Kenti hangi ildedir?",o:["İzmir","Aydın","Muğla","Denizli"],d:0,a:"İzmir Selçuk'tadır."},
{k:"Coğrafya",s:"Göbeklitepe hangi ildedir?",o:["Diyarbakır","Şanlıurfa","Mardin","Gaziantep"],d:1,a:"Şanlıurfa'dadır, 12.000 yıllık!"},
{k:"Coğrafya",s:"Mardin hangi bölgededir?",o:["Ege","İç Anadolu","Güneydoğu Anadolu","Karadeniz"],d:2,a:"Güneydoğu Anadolu'dadır."},
{k:"Coğrafya",s:"Rize neyle ünlüdür?",o:["Zeytin","Çay","Pamuk","Buğday"],d:1,a:"Türkiye'nin çay başkentidir."},
{k:"Coğrafya",s:"Türkiye hangi kıtalarda yer alır?",o:["Avrupa","Asya","Avrupa ve Asya","Afrika"],d:2,a:"Hem Avrupa hem Asya kıtasındadır."},
{k:"Coğrafya",s:"Dünya'nın en derin gölü hangisidir?",o:["Hazar","Victoria","Baykal","Van"],d:2,a:"Baykal Gölü Rusya'dadır."},
{k:"Coğrafya",s:"Hangi ülke çizme şeklindedir?",o:["Fransa","İspanya","İtalya","Yunanistan"],d:2,a:"İtalya haritada çizmeye benzer."},
{k:"Bilim",s:"Suyun kimyasal formülü nedir?",o:["CO2","H2O","O2","NaCl"],d:1,a:"Su H2O'dur."},
{k:"Bilim",s:"Güneş bir yıldız mıdır?",o:["Evet","Hayır","Gezegen","Uydu"],d:0,a:"Güneş en yakın yıldızımızdır."},
{k:"Bilim",s:"Dünya'nın uydusu hangisidir?",o:["Güneş","Mars","Ay","Venüs"],d:2,a:"Ay Dünya'nın tek doğal uydusudur."},
{k:"Bilim",s:"Hangi gezegen Kızıl Gezegen olarak bilinir?",o:["Venüs","Jüpiter","Mars","Satürn"],d:2,a:"Mars yüzeyindeki demir oksit nedeniyle kızıldır."},
{k:"Bilim",s:"Bitkiler oksijeni nasıl üretir?",o:["Köklerle","Fotosentez ile","Tohumla","Yaprak dökerek"],d:1,a:"Fotosentez yaparak oksijen üretir."},
{k:"Bilim",s:"Gökyüzü neden mavidir?",o:["Su yansıması","Işığın saçılması","Boyalı","Hayal"],d:1,a:"Güneş ışığı atmosferde saçılır."},
{k:"Bilim",s:"Termometre ne ölçer?",o:["Ağırlık","Uzunluk","Sıcaklık","Hız"],d:2,a:"Sıcaklığı ölçer."},
{k:"Bilim",s:"Maddenin üç hali nedir?",o:["Sıcak-soğuk-ılık","Katı-sıvı-gaz","Büyük-küçük-orta","Hafif-ağır-orta"],d:1,a:"Katı, sıvı ve gaz."},
{k:"Bilim",s:"Dinozorlar ne zaman yaşadı?",o:["100 yıl önce","1000 yıl önce","Milyon yıllar önce","10 yıl önce"],d:2,a:"65 milyon yıl önce yok oldu."},
{k:"Bilim",s:"Kalp ne işe yarar?",o:["Yemek sindirir","Kan pompalar","Nefes aldırır","Düşündürür"],d:1,a:"Kanı vücuda pompalar."},
{k:"Bilim",s:"Kaç duyu organımız vardır?",o:["3","4","5","6"],d:2,a:"Görme, işitme, dokunma, tat, koku."},
{k:"Bilim",s:"Beyin ne işe yarar?",o:["Kan pompalar","Düşünmemizi sağlar","Yemek sindirir","Nefes alır"],d:1,a:"Düşünce ve kontrol merkezidir."},
{k:"Bilim",s:"Yerçekimini kim keşfetti?",o:["Einstein","Newton","Galileo","Edison"],d:1,a:"Isaac Newton keşfetti."},
{k:"Bilim",s:"İlk ampulü kim icat etti?",o:["Newton","Einstein","Edison","Bell"],d:2,a:"Thomas Edison icat etti."},
{k:"Bilim",s:"Telefonu kim icat etti?",o:["Edison","Bell","Tesla","Marconi"],d:1,a:"Alexander Graham Bell icat etti."},
{k:"Bilim",s:"Dünya Güneş'in etrafında kaç günde döner?",o:["30","180","365","730"],d:2,a:"Yaklaşık 365 gün, yani 1 yıl."},
{k:"Bilim",s:"Yağmur nasıl oluşur?",o:["Deniz taşar","Bulutlarda su yoğuşur","Gökyüzü ağlar","Rüzgar eser"],d:1,a:"Su buharı yoğuşarak oluşur."},
{k:"Bilim",s:"Hangisi yenilenebilir enerji kaynağıdır?",o:["Kömür","Petrol","Güneş","Doğalgaz"],d:2,a:"Güneş enerjisi tükenmez."},
{k:"Bilim",s:"Ses hangi ortamda iletilmez?",o:["Havada","Suda","Boşlukta","Demirde"],d:2,a:"Ses vakumda iletilemez."},
{k:"Bilim",s:"Mıknatıs hangi maddeleri çeker?",o:["Tahta","Plastik","Demir","Cam"],d:2,a:"Demir ve çelik gibi metalleri çeker."},
{k:"Bilim",s:"Hangisi Güneş Sistemi'nde gezegen değildir?",o:["Mars","Venüs","Ay","Satürn"],d:2,a:"Ay gezegen değil, uydudur."},
{k:"Bilim",s:"Dünya'nın şekli neye benzer?",o:["Düz","Küre","Küp","Silindir"],d:1,a:"Kutuplardan basık bir küre."},
{k:"Bilim",s:"Havada en çok bulunan gaz hangisidir?",o:["Oksijen","Karbondioksit","Azot","Hidrojen"],d:2,a:"Havanın %78'i azottur."},
{k:"Bilim",s:"Buz neyin katı halidir?",o:["Hava","Su","Toprak","Ateş"],d:1,a:"Buz suyun katı halidir."},
{k:"Bilim",s:"Buhar neyin gaz halidir?",o:["Hava","Su","Toprak","Ateş"],d:1,a:"Buhar suyun gaz halidir."},
{k:"Bilim",s:"Ay ışığını nereden alır?",o:["Kendi üretir","Güneş'ten yansıtır","Yıldızlardan","Dünya'dan"],d:1,a:"Güneş ışığını yansıtır."},
{k:"Bilim",s:"Hangisi fosil yakıttır?",o:["Güneş","Rüzgar","Petrol","Su"],d:2,a:"Petrol fosil yakıttır."},
{k:"Bilim",s:"Yıldırım nasıl oluşur?",o:["Güneşten","Rüzgardan","Elektrik boşalmasından","Yağmurdan"],d:2,a:"Bulutlardaki elektrik boşalmasıdır."},
{k:"Bilim",s:"Göçmen kuşlar neden göç eder?",o:["Canları sıkılır","Soğuktan kaçar","Eğlence","Alışkanlık"],d:1,a:"Soğuk iklimden sıcak bölgelere göç eder."},
{k:"Bilim",s:"Kış uykusuna yatan hayvan hangisidir?",o:["Kedi","Tavşan","Ayı","Tavuk"],d:2,a:"Ayılar kış uykusuna yatar."},
{k:"Bilim",s:"Ağaçların en önemli görevi nedir?",o:["Gölge","Oksijen üretmek","Meyve","Odun"],d:1,a:"Fotosentez yaparak oksijen üretirler."},
{k:"Bilim",s:"Hangisi doğal afet değildir?",o:["Deprem","Sel","Gece","Tsunami"],d:2,a:"Gece doğal olay ama afet değildir."},
{k:"Bilim",s:"Güneş Sistemi'nin en büyük gezegeni hangisidir?",o:["Mars","Dünya","Jüpiter","Satürn"],d:2,a:"Jüpiter en büyük gezegendir."},
{k:"Bilim",s:"Hangisi gezegenin halkalarıyla ünlüdür?",o:["Mars","Venüs","Jüpiter","Satürn"],d:3,a:"Satürn halkalarıyla ünlüdür."},
{k:"Bilim",s:"Işık hızı yaklaşık kaç km/s'dir?",o:["100.000","200.000","300.000","400.000"],d:2,a:"Yaklaşık 300.000 km/s'dir."},
{k:"Doğa",s:"Hangi hayvan miyav der?",o:["Köpek","Kedi","Kuş","Tavşan"],d:1,a:"Kediler miyavlar!"},
{k:"Doğa",s:"Arı ne üretir?",o:["Süt","Yumurta","Bal","Peynir"],d:2,a:"Arılar bal üretir."},
{k:"Doğa",s:"Hangisi memeli değildir?",o:["Kedi","Köpek","Yılan","At"],d:2,a:"Yılan sürüngendir."},
{k:"Doğa",s:"Kurbağa yavrusuna ne denir?",o:["Civciv","İribaş","Tırtıl","Larva"],d:1,a:"İribaş denir."},
{k:"Doğa",s:"Tırtıl büyüyünce ne olur?",o:["Arı","Kelebek","Örümcek","Karınca"],d:1,a:"Koza örer ve kelebek olur."},
{k:"Doğa",s:"En hızlı kara hayvanı hangisidir?",o:["Aslan","Çita","At","Tavşan"],d:1,a:"Çita 120 km/h hıza ulaşır."},
{k:"Doğa",s:"Penguen uçabilir mi?",o:["Evet","Hayır","Bazen","Kışın"],d:1,a:"Uçamaz ama çok iyi yüzer."},
{k:"Doğa",s:"Hangisi böcek değildir?",o:["Karınca","Arı","Örümcek","Uğur böceği"],d:2,a:"Örümcek eklembacaklıdır."},
{k:"Doğa",s:"Develerin hörgücünde ne vardır?",o:["Su","Yağ","Hava","Kan"],d:1,a:"Yağ depolanır, su değil!"},
{k:"Doğa",s:"Hangisi gece aktif hayvandır?",o:["Tavuk","Baykuş","Serçe","Güvercin"],d:1,a:"Baykuş gece avcısıdır."},
{k:"Doğa",s:"Zürafanın boynu neden uzundur?",o:["Koşmak","Yüksek yapraklara ulaşmak","Güzellik","Savaş"],d:1,a:"Yüksek ağaçların yapraklarını yemek için."},
{k:"Doğa",s:"Balıklar nasıl nefes alır?",o:["Burunla","Solungaçla","Ağızla","Deriyle"],d:1,a:"Solungaçlarıyla nefes alır."},
{k:"Doğa",s:"Hangisi otçuldur?",o:["Aslan","Kartal","İnek","Köpekbalığı"],d:2,a:"İnek otçuldur."},
{k:"Doğa",s:"Hangisi etçildir?",o:["Tavşan","Koyun","Keçi","Aslan"],d:3,a:"Aslan etçildir."},
{k:"Doğa",s:"Hangisi kuş değildir?",o:["Kartal","Serçe","Yarasa","Papağan"],d:2,a:"Yarasa bir memelidir."},
{k:"Doğa",s:"Hangisi suda yaşar?",o:["Kartal","Kedi","Yunus","Aslan"],d:2,a:"Yunuslar denizde yaşar."},
{k:"Doğa",s:"Bukalemun ne yapabilir?",o:["Uçabilir","Renk değiştirebilir","Konuşabilir","Ateş püskürür"],d:1,a:"Renk değiştirebilir."},
{k:"Doğa",s:"Ahtapotun kaç kolu vardır?",o:["4","6","8","10"],d:2,a:"8 kolu vardır."},
{k:"Doğa",s:"Hangisi çölde yaşar?",o:["Penguen","Kutup ayısı","Deve","Yunus"],d:2,a:"Develer çöle uyum sağlamıştır."},
{k:"Doğa",s:"Hangisi yaprak dökmeyen ağaçtır?",o:["Meşe","Kavak","Çam","Kayın"],d:2,a:"Çam her dem yeşildir."},
{k:"Doğa",s:"Arılar çiçeklerden ne toplar?",o:["Yaprak","Toprak","Nektar","Su"],d:2,a:"Nektar toplayarak bal üretir."},
{k:"Doğa",s:"Hangisi göçmen kuştur?",o:["Serçe","Güvercin","Leylek","Karga"],d:2,a:"Leylekler kışın Afrika'ya göç eder."},
{k:"Doğa",s:"En büyük kuş hangisidir?",o:["Kartal","Devekuşu","Penguen","Albatros"],d:1,a:"Devekuşu dünyanın en büyük kuşudur."},
{k:"Doğa",s:"Hangisi en hızlı kuştur?",o:["Kartal","Şahin","Güvercin","Papağan"],d:1,a:"Şahin dalışta 320 km/h'e ulaşır."},
{k:"Doğa",s:"Hangi hayvanın boynuzları her yıl yenilenir?",o:["İnek","Geyik","Keçi","Koç"],d:1,a:"Geyiklerin boynuzları yenilenir."},
{k:"Doğa",s:"Fil kaç yıl yaşar?",o:["20","40","60-70","100"],d:2,a:"Filler 60-70 yıl yaşayabilir."},
{k:"Doğa",s:"Kanguru yavrusunu nerede taşır?",o:["Sırtında","Kesesinde","Ağzında","Kuyruğunda"],d:1,a:"Kangurular yavruyu karnındaki kesede taşır."},
{k:"Doğa",s:"Hangisi denizde yaşayan memeli değildir?",o:["Yunus","Balina","Fok","Köpekbalığı"],d:3,a:"Köpekbalığı bir balıktır, memeli değil."},
{k:"Doğa",s:"Kaplumbağa nereye yumurta bırakır?",o:["Suya","Kumsal","Ağaca","Taşa"],d:1,a:"Deniz kaplumbağaları kumsala yumurtlar."},
{k:"Doğa",s:"Papağan ne yapabilir?",o:["Uçamaz","Konuşabilir (taklit)","Yüzebilir","Kazabilir"],d:1,a:"Papağanlar insan sesini taklit edebilir."},
{k:"Doğa",s:"Hangisi hem karada hem suda yaşar?",o:["Kedi","Kurbağa","Güvercin","Aslan"],d:1,a:"Kurbağalar amfibidir."},
{k:"Doğa",s:"İpek böceği ne üretir?",o:["Bal","İpek","Süt","Yün"],d:1,a:"İpek böceği iplik üretir."},
{k:"Doğa",s:"Sincap kışa nasıl hazırlanır?",o:["Göç eder","Yiyecek depolar","Uyumaz","Hiç hazırlanmaz"],d:1,a:"Fındık ve ceviz gibi yiyecekleri depolar."},
{k:"Doğa",s:"Dünyanın en büyük hayvanı hangisidir?",o:["Fil","Zürafa","Mavi balina","Gergedan"],d:2,a:"Mavi balina 30 metreye ulaşabilir."},
{k:"Doğa",s:"Hangisi uçabilen tek memeli hayvandır?",o:["Sincap","Yarasa","Penguen","Uçan balık"],d:1,a:"Yarasa uçabilen tek memelidir."},
{k:"Başkentler",s:"Fransa'nın başkenti neresidir?",o:["Lyon","Marsilya","Paris","Nice"],d:2,a:"Paris başkenttir."},
{k:"Başkentler",s:"İngiltere'nin başkenti neresidir?",o:["Manchester","Liverpool","Londra","Birmingham"],d:2,a:"Londra başkenttir."},
{k:"Başkentler",s:"Almanya'nın başkenti neresidir?",o:["Münih","Berlin","Hamburg","Frankfurt"],d:1,a:"Berlin başkenttir."},
